Burrito,Date,Chips,Cost,Hunger,Length,Circum,Volume,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Rec,Unreliable,NonSD,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa.1,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini,Great
Other,10/12/2016,0,4.95,3.0,,,,3.5,5.0,4.0,4.0,3.78,5.0,3.371969696969697,4.7,5.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,10/17/2016,0,6.99,3.5,19.0,20.0,0.6,3.0,3.0,3.0,3.0,3.7,3.5,3.8,3.0,5.0,3.5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,10/17/2016,0,7.067342995169067,3.5,,,,4.0,5.0,4.5,4.2,4.7,4.4,4.0,4.9,5.0,4.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,10/18/2016,0,6.5,3.0,18.5,20.5,0.62,3.0,4.5,3.5,1.5,1.5,2.0,3.2,2.0,4.5,2.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/18/2016,0,5.5,3.0,17.0,22.0,0.65,3.0,4.0,4.5,3.0,2.0,4.0,4.5,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,10/18/2016,0,4.99,4.0,,,,4.5,5.0,3.0,3.0,3.0,2.5,0.0,2.5,5.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/17/2016,0,6.95,4.0,22.0,23.0,0.93,4.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Surf & Turf,10/17/2016,0,7.0,4.0,22.5,21.0,,3.0,3.0,3.5,4.0,4.0,3.0,3.0,4.0,3.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Carnitas,10/27/2016,0,5.95,3.0,18.0,20.0,0.57,4.0,3.0,4.0,3.0,4.0,2.0,3.5,3.0,5.0,3.9,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,10/27/2016,0,6.99,3.5,19.0,21.0,0.67,2.0,5.0,4.2,3.0,4.7,5.0,3.7,4.2,5.0,4.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,10/27/2016,0,7.067342995169067,4.5,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,10/27/2016,0,7.067342995169067,2.0,,,,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,10/27/2016,0,7.067342995169067,3.0,,,,5.0,5.0,3.62039312039312,3.0,2.0,2.0,3.371969696969697,1.0,5.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/29/2016,0,7.49,4.0,17.5,23.5,0.77,2.0,3.5,4.2,4.3,4.0,2.2,4.5,4.0,2.2,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,10/29/2016,0,7.49,2.0,18.5,22.0,0.71,3.8,3.8,4.0,4.2,3.75,4.0,4.75,4.4,3.8,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,11/1/2016,0,5.99,4.0,19.5,21.5,0.72,3.0,4.5,3.7,2.8,5.0,4.5,3.0,2.3,4.5,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,11/1/2016,0,5.99,2.0,21.0,23.5,0.92,2.0,4.0,4.5,4.0,4.0,3.0,4.0,4.0,2.0,4.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/2/2016,0,6.39,4.0,20.0,21.0,0.7,4.0,4.0,4.0,4.0,4.5,4.5,4.2,4.5,4.5,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/2/2016,0,6.39,4.25,22.0,22.0,0.85,2.0,4.0,3.7,2.0,4.0,4.5,4.5,2.7,5.0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,11/2/2016,0,6.39,4.5,22.5,20.5,0.75,3.0,4.4,4.0,4.0,4.5,4.2,4.3,4.0,5.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/2/2016,0,6.39,4.75,20.5,20.5,0.69,2.0,3.7830423940149633,3.5,3.0,5.0,4.0,2.0,3.5,3.5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,11/6/2016,1,7.35,2.3,19.5,23.5,0.86,4.0,4.0,3.5,2.0,1.5,2.0,2.0,3.0,1.2,3.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Carnitas,11/6/2016,0,6.7,3.75,18.0,22.5,0.73,3.5,4.0,4.0,3.0,3.75,4.0,3.0,3.5,4.5,3.75,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,11/8/2016,0,6.25,4.0,17.0,19.5,0.51,2.5,4.0,3.75,4.0,3.75,5.0,4.0,4.0,5.0,3.9,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,11/8/2016,0,6.25,4.0,17.0,22.0,0.65,3.0,3.7830423940149633,4.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/8/2016,0,6.25,3.0,,,,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,11/8/2016,0,6.25,4.0,18.0,21.0,0.63,4.0,4.0,3.62039312039312,3.5,3.5,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,11/14/2016,0,10.5,3.0,20.0,27.0,1.16,2.0,2.5,3.3,3.5,1.5,4.0,2.5,2.5,3.0,3.1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,11/16/2016,0,6.75,3.0,18.0,21.5,0.66,4.5,4.7,4.5,3.5,4.0,4.5,4.5,3.5,5.0,4.2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/16/2016,0,7.9,4.0,19.0,22.0,0.73,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/16/2016,0,7.9,4.0,20.0,22.0,0.77,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/16/2016,0,7.9,4.0,20.0,21.5,0.74,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/16/2016,0,7.9,3.5,,,,4.0,3.5,4.7,4.0,4.5,4.5,4.5,4.0,3.5,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/17/2016,0,6.99,4.3,,,,4.8,5.0,4.0,4.4,5.0,4.0,4.3,4.3,5.0,4.5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/17/2016,0,6.99,4.0,,,,4.5,4.5,4.0,4.5,4.0,4.0,3.5,4.5,5.0,4.5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/23/2016,1,6.25,3.0,18.0,21.5,0.66,3.5,5.0,4.0,3.0,4.0,3.0,3.5,3.5,3.0,3.7,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,11/23/2016,0,7.25,4.0,19.0,24.0,0.87,4.0,4.0,5.0,4.5,4.0,3.5,5.0,4.5,5.0,4.4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,11/23/2016,0,7.0,3.5,19.5,22.0,0.75,4.0,4.0,3.5,4.0,4.0,3.5,4.5,4.0,3.5,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,11/26/2016,0,6.99,3.5,20.5,22.5,0.83,3.5,2.5,4.0,3.5,3.0,2.5,2.5,4.5,0.5,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,11/26/2016,0,6.49,3.0,17.5,17.0,0.4,3.5,4.0,3.0,4.0,3.5,4.0,3.0,4.0,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,11/27/2016,0,5.99,3.5,17.5,21.0,0.61,2.0,3.0,3.8,2.5,2.5,3.0,2.5,3.0,2.6,3.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,12/2/2016,0,5.65,3.0,19.5,22.0,0.75,4.0,1.5,2.0,3.0,4.2,4.0,3.0,2.0,4.5,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,12/2/2016,0,5.49,3.0,19.0,20.5,0.64,4.5,5.0,2.0,2.0,2.5,3.5,3.0,2.5,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,12/10/2016,0,7.75,4.0,20.0,21.0,0.7,3.5,2.5,3.0,3.3,1.4,2.3,2.2,3.3,4.5,2.9,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,12/10/2016,0,7.75,4.0,19.5,21.0,0.68,4.0,4.5,2.0,2.0,3.5,3.5,2.0,2.0,4.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,12/15/2016,0,6.99,3.7,24.0,18.5,0.65,3.6,4.0,4.0,3.0,3.8,4.3,3.371969696969697,3.8,2.0,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,1/4/2017,0,6.6,3.4953349282296653,23.0,20.5,0.77,4.0,4.5,4.0,3.5,3.5,5.0,1.5,3.5,4.5,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,1/4/2017,0,6.6,3.4953349282296653,20.5,21.5,0.75,4.0,2.0,3.62039312039312,4.0,3.5864805825242727,4.6,4.2,3.75,5.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,1/7/2017,0,8.5,3.9,21.0,21.0,0.74,3.0,4.5,4.1,3.0,3.7,4.0,4.3,4.2,5.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,1/7/2017,0,7.9,4.0,20.5,21.0,0.72,3.5,4.0,4.0,3.0,4.0,4.5,4.0,3.8,4.8,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,1/10/2017,0,4.99,3.5,18.5,22.5,0.75,2.5,4.5,3.0,2.5,3.0,3.0,2.0,2.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,1/12/2017,1,7.29,3.5,19.0,21.5,0.7,3.0,2.0,3.5,3.5,3.0,2.5,3.7,3.2,4.2,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Surf & Turf,1/12/2017,0,7.89,3.0,18.5,25.5,0.96,4.0,5.0,4.5,4.0,4.5,3.5,3.0,4.5,2.5,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,1/12/2017,0,7.49,3.7,20.0,26.0,1.08,4.0,3.5,3.9,4.0,3.7,2.0,3.5,4.0,4.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,1/12/2017,0,7.49,5.0,18.0,22.0,0.69,4.0,4.0,4.0,2.0,3.0,0.0,3.371969696969697,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,1/15/2017,0,7.9,3.5,21.5,23.5,0.94,4.5,5.0,4.0,3.5,4.0,2.8,4.0,4.5,3.7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,1/15/2017,0,7.9,2.0,19.5,24.0,0.89,4.2,4.0,4.2,3.8,4.0,3.0,3.8,4.5,5.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,1/20/2017,0,5.99,4.5,18.5,21.0,0.65,2.0,4.0,2.5,3.5,4.5,3.0,2.0,1.5,3.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,1/20/2017,0,6.99,3.5,18.5,20.5,0.62,2.5,4.5,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,2/15/2017,0,6.85,3.5,,,,3.0,2.0,3.5,3.5,4.0,3.0,3.5,3.5,4.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,2/15/2017,0,6.85,4.0,,,,5.0,5.0,4.5,4.0,5.0,4.0,4.0,5.0,5.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,2/21/2017,0,7.067342995169067,4.3,18.5,21.5,0.68,3.0,3.0,3.5,4.0,3.0,1.5,3.8,4.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,2/23/2017,0,7.19,4.5,20.0,24.0,0.92,4.0,2.0,3.0,3.8,3.5,2.0,4.0,4.0,4.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,2/25/2017,0,7.9,2.5,22.0,22.0,0.85,3.0,4.5,4.3,4.0,3.0,3.1,3.9,4.2,3.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,2/25/2017,0,7.9,3.0,21.0,24.0,0.96,3.0,3.5,4.5,4.0,4.0,4.0,4.0,4.0,3.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,2/25/2017,0,7.9,3.0,,,,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,2/25/2017,0,7.9,3.0,,,,3.5,4.0,4.0,4.0,4.5,3.5,4.0,3.5,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Carnitas,3/3/2017,0,7.35,3.5,21.0,19.0,0.6,3.5,3.0,3.5,3.0,4.5,4.5,4.0,4.0,5.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,3/3/2017,0,6.35,3.5,19.0,20.0,0.6,4.0,3.0,3.0,3.0,2.5,3.0,3.5,2.8,5.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,3/16/2017,0,7.5,4.0,,,,3.0,3.7830423940149633,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,4/7/2017,0,6.5,4.5,22.5,21.5,0.83,4.5,3.0,3.5,4.5,3.5,4.0,3.5,4.3,4.3,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,4/7/2017,0,6.5,4.0,23.0,21.5,0.85,4.0,3.5,4.5,4.0,3.5,4.5,4.0,4.0,4.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,4/7/2017,0,4.75,4.0,18.0,17.0,0.41,4.0,4.0,4.5,4.3,4.5,4.5,4.8,4.8,5.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Surf & Turf,4/7/2017,0,6.75,4.0,24.5,22.5,0.99,4.0,4.0,4.0,3.5,3.5,3.0,2.0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,4/7/2017,0,6.5,4.0,21.3,23.8,0.96,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Surf & Turf,4/7/2017,0,6.75,4.0,,,,3.0,5.0,5.0,3.5398325358851666,3.5864805825242727,5.0,3.371969696969697,4.0,5.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,4/23/2017,1,7.1,4.0,22.5,23.0,0.95,4.5,5.0,3.8,3.8,4.0,4.0,3.9,4.3,5.0,4.3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Surf & Turf,4/23/2017,0,8.25,3.5,20.0,24.0,0.92,3.5,4.0,4.0,3.0,3.5,4.5,3.5,3.5,5.0,3.6,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Carnitas,4/25/2017,0,5.99,4.0,20.0,20.0,0.64,2.0,4.5,4.5,3.0,3.8,4.4,2.5,3.5,3.0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Carnitas,4/25/2017,0,5.99,4.0,18.5,20.0,0.59,4.0,4.0,4.0,3.0,4.0,3.5,2.5,3.5,5.0,3.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,4/25/2017,0,10.0,3.0,23.0,29.0,1.54,3.0,4.0,3.2,3.5,1.8,1.8,3.5,3.7,3.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,4/25/2017,0,10.0,4.2,23.0,29.0,1.54,3.0,4.5,3.5,3.5,2.5,2.0,3.0,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,5/2/2017,0,6.25,4.4,,,,4.2,4.5,4.0,3.0,5.0,3.8,2.5,3.0,5.0,3.7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
