Burrito,Date,Chips,Cost,Hunger,Length,Circum,Volume,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Rec,Unreliable,NonSD,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa.1,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini,Great
California,5/2/2017,0,6.25,3.0,,,,4.5,4.5,3.7,3.5,4.0,3.5,3.0,4.0,4.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,5/9/2017,0,7.75,5.0,18.0,22.5,0.73,3.5,4.2,3.3,3.7,4.0,4.0,2.9,3.0,5.0,3.7,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,5/9/2017,0,7.75,2.5,20.0,22.5,0.81,4.0,4.0,2.6,3.6,4.0,4.0,3.6,4.0,4.0,2.9,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,5/13/2017,0,8.25,3.8,22.5,19.5,0.68,4.0,3.7830423940149633,4.0,3.0,3.0,2.5,4.0,3.0,5.0,3.6,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,5/17/2017,0,8.99,4.0,15.5,19.5,0.47,3.5,3.0,3.5,3.5,4.0,2.0,4.0,4.0,4.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
California,5/17/2017,0,6.85,4.0,23.5,23.0,0.99,3.5,5.0,3.3,3.0,5.0,2.0,3.0,3.8,3.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,5/17/2017,0,6.85,4.0,23.5,23.5,1.03,4.0,5.0,4.0,4.0,5.0,3.5,2.0,3.5,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,5/26/2017,0,7.4,3.3,19.5,24.5,0.93,5.0,4.0,4.2,3.5,2.9,3.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,5/26/2017,0,7.4,3.5,19.5,26.5,1.09,4.5,4.0,4.0,3.5,3.0,3.0,2.5,4.0,3.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,5/29/2017,0,9.95,4.2,22.0,21.0,0.77,3.5,5.0,3.0,1.5,3.0,2.5,3.0,2.2,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,5/30/2017,0,7.0,3.5,19.5,21.5,0.72,4.0,4.0,2.0,2.5,4.5,4.0,3.0,2.9,4.5,2.8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Surf & Turf,5/30/2017,0,9.0,3.0,24.0,22.0,0.92,3.5,4.0,4.0,4.0,4.5,4.5,2.0,3.5,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,5/30/2017,0,7.0,3.5,23.0,21.5,0.85,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,6/4/2017,0,6.99,4.0,21.0,20.0,0.67,3.0,4.0,4.0,2.5,2.5,3.0,3.0,3.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,6/4/2017,0,7.19,3.5,21.0,22.0,0.81,3.5,4.5,3.5,3.5,3.0,3.5,4.0,3.5,5.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,6/10/2017,0,7.89,4.0,19.0,22.5,0.77,3.0,3.7830423940149633,4.5,4.0,4.5,4.5,4.5,4.8,3.3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,6/10/2017,0,7.89,4.0,18.0,21.5,0.66,3.0,3.7830423940149633,4.0,4.0,4.5,4.0,4.5,4.5,5.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,6/16/2017,0,6.9,4.3,19.0,23.0,0.8,3.0,3.0,3.5,3.5,3.5,3.5,3.8,4.0,5.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Surf & Turf,6/24/2017,0,8.55,3.0,20.0,23.0,0.84,3.0,2.5,3.0,3.0,3.5,2.8,3.5,2.8,1.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,6/24/2017,0,7.8,2.5,20.5,24.5,0.98,3.0,2.0,3.5,3.0,3.0,4.0,3.0,3.8,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,7/6/2017,0,5.56,2.5,21.5,20.0,0.68,2.5,3.0,2.5,3.5,4.5,4.5,3.7,3.3,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,7/6/2017,0,5.56,4.0,21.0,21.5,0.77,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,7/6/2017,0,5.56,3.5,22.5,19.0,0.65,3.5,3.0,3.62039312039312,3.5,3.0,4.0,4.5,3.5,4.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,7/6/2017,0,6.47,4.0,23.0,22.0,0.89,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,7/13/2017,0,7.35,3.5,17.0,23.0,0.72,3.2,3.0,3.5,3.5,3.0,3.3,3.0,3.8,2.0,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,7/12/2017,0,6.99,3.0,,,,3.0,4.5,2.0,3.0,2.5,4.0,2.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,7/19/2017,0,6.99,4.0,20.5,21.5,0.75,4.0,3.7830423940149633,3.5,3.5,3.5,3.5,3.5,3.5,5.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,7/22/2017,0,8.5,3.8,23.0,22.0,0.89,4.0,4.5,3.0,4.0,3.0,2.5,3.5,3.5,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,7/22/2017,0,8.5,4.0,22.0,21.0,0.77,4.0,4.0,3.75,4.0,3.5,3.5,4.0,5.0,3.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Asada,8/7/2017,0,6.75,4.0,19.5,21.0,0.68,4.0,4.5,3.5,3.5,4.5,4.5,3.0,3.5,4.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,8/7/2017,0,7.9,4.0,22.0,25.0,1.09,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.5,4.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,8/9/2017,0,8.35,4.5,21.0,23.0,0.88,3.0,3.0,4.0,3.0,4.0,2.5,4.0,4.5,4.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,8/11/2017,0,7.75,3.0,,,,3.75,5.0,3.0,3.5,5.0,5.0,2.0,3.0,2.8,2.8,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,8/14/2017,0,25.0,4.0,21.5,24.0,0.99,3.8,4.4,4.0,3.8,4.0,4.0,4.0,4.0,5.0,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,8/14/2017,0,7.0,4.0,19.5,21.5,0.72,4.5,5.0,4.0,4.0,4.0,3.7,3.8,4.6,4.8,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,8/19/2017,0,6.99,4.0,20.0,21.0,0.7,4.0,5.0,3.5,3.8,3.0,2.5,3.3,4.0,5.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,8/19/2017,0,7.1,3.0,21.0,22.0,0.81,3.5,5.0,4.0,4.0,4.5,4.75,3.75,4.0,5.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,8/20/2017,0,6.47,4.0,22.5,20.0,0.72,3.0,3.0,2.0,2.5,1.5,2.5,2.5,3.0,5.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,8/20/2017,0,8.94,3.5,21.5,22.0,0.83,2.5,3.5,3.5,3.5,3.5,4.0,3.0,3.5,4.5,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Carnitas,8/25/2017,0,5.99,2.0,20.0,21.5,0.74,2.0,2.5,4.0,3.0,4.0,3.5,3.0,3.0,5.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,8/25/2017,0,6.99,3.5,,,,4.0,4.0,4.0,4.5,4.0,3.5,4.0,4.0,4.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,9/4/2017,0,8.5,3.5,21.5,21.5,,3.5,4.0,4.5,4.0,3.0,4.0,3.5,4.5,5.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,9/4/2017,0,8.5,3.5,21.0,23.0,0.88,4.0,4.0,4.0,4.5,4.2,4.5,4.0,4.5,4.8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,9/5/2017,0,6.85,3.5,22.5,22.5,0.91,3.0,4.5,3.8,3.8,4.0,3.5,3.5,4.0,3.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,9/5/2017,0,6.85,3.5,22.2,22.5,0.89,3.0,4.5,4.0,4.0,4.5,3.0,4.0,4.0,3.5,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,12/16/2017,1,11.5,3.5,15.0,25.0,0.75,2.0,2.0,4.0,3.5,3.0,4.5,3.5,4.0,2.0,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,12/29/2017,0,7.89,4.0,19.0,23.0,0.8,4.0,3.0,4.0,4.0,3.0,4.0,3.5,4.3,4.5,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,12/29/2017,0,7.89,5.0,20.0,21.5,0.74,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,1/2/2018,0,7.25,4.0,,,,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,1/9/2018,0,4.19,3.0,,,,3.0,5.0,2.0,2.0,4.0,1.0,4.0,3.0,4.0,2.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False
California,1/12/2018,0,7.0,5.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,1/12/2018,0,8.5,4.0,21.0,23.5,0.92,4.0,4.0,3.0,3.5,1.0,2.0,3.0,3.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,4/4/2018,0,7.2,3.0,24.5,22.7,1.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Carnitas,4/9/2018,0,5.99,3.0,20.0,23.0,0.84,3.5,5.0,4.3,3.5,5.0,4.0,3.0,3.8,2.0,4.1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Carnitas,4/9/2018,0,5.99,3.5,17.5,24.0,0.8,4.0,4.5,5.0,4.5,5.0,4.0,4.0,4.5,4.0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Carnitas,4/9/2018,0,5.99,2.0,19.0,24.5,0.91,2.0,3.5,4.5,4.0,4.0,2.0,3.0,4.0,2.0,3.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,4/14/2018,0,8.99,4.0,25.0,23.0,1.05,4.5,4.5,4.0,4.0,3.0,4.0,3.5,4.0,3.0,4.2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,4/14/2018,0,8.99,4.0,24.0,22.0,0.92,4.5,5.0,3.5,4.0,4.0,4.0,3.371969696969697,2.5,1.5,3.8,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,4/16/2018,0,5.99,3.5,17.0,21.5,0.63,4.0,4.5,3.5,3.0,4.5,3.0,3.0,2.5,2.5,3.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,4/16/2018,0,7.5,4.0,18.0,22.0,0.69,4.0,4.0,3.5,4.2,4.5,4.3,3.0,4.0,4.5,3.8,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Carnitas,4/20/2018,0,5.99,3.0,20.0,20.5,0.67,2.0,5.0,4.5,3.5,4.5,4.5,2.5,3.5,1.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Carnitas,4/20/2018,0,5.99,5.0,22.0,19.0,0.63,4.0,4.5,3.5,4.0,4.0,3.5,4.0,4.0,3.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,4/21/2018,1,8.5,3.2,18.0,23.0,0.76,3.8,4.0,4.0,4.0,3.8,3.4,4.3,4.0,5.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Surf & Turf,4/21/2018,0,9.5,3.0,19.0,24.0,0.87,3.5,3.0,3.8,4.0,3.8,4.5,4.5,4.0,5.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,4/29/2018,0,8.5,3.2,19.5,21.5,0.72,3.5,1.0,3.0,3.0,3.4,4.0,4.5,3.0,4.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,4/29/2018,0,8.5,3.0,18.0,19.0,0.52,3.0,2.5,3.5,3.0,1.0,1.0,4.0,3.5,5.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,5/1/2018,0,6.99,4.0,18.0,23.0,0.76,3.5,3.0,3.2,3.2,3.2,4.0,3.0,2.5,4.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Carnitas,5/7/2018,0,5.99,3.5,19.5,21.0,0.68,2.5,3.0,4.0,3.5,2.5,2.5,3.3,3.0,4.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Carnitas,5/7/2018,0,5.99,3.5,18.5,24.0,0.85,4.0,4.0,4.5,4.0,4.5,5.0,4.0,4.0,3.979904306220096,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,5/22/2018,0,9.99,5.0,20.0,22.0,0.77,4.0,4.0,3.0,3.0,5.0,3.5,3.371969696969697,3.0,4.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,5/22/2018,0,9.99,4.0,20.0,22.0,0.77,5.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,5/22/2018,0,7.39,4.0,24.0,21.0,0.84,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,5/22/2018,0,7.39,4.5,21.0,22.5,0.85,3.5,4.5,4.0,3.5,2.0,1.0,3.5,3.5,4.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,5/22/2018,0,7.39,4.0,22.0,20.0,0.7,3.0,5.0,3.62039312039312,3.0,3.5864805825242727,4.0,3.371969696969697,3.0,4.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,11/6/2018,0,8.0,4.0,21.5,24.0,0.99,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,8/24/2019,0,8.0,4.0,,,,4.0,4.5,3.5,4.0,4.0,5.0,4.7,4.0,5.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,8/27/2019,0,5.5,2.0,19.0,23.0,0.8,4.5,5.0,5.0,3.5,4.0,4.5,4.0,4.9,4.5,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Asada,8/27/2019,0,6.75,3.0,19.0,25.0,0.94,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,8/27/2019,0,6.0,3.0,17.5,21.5,0.64,4.0,4.0,4.5,4.0,3.0,3.0,4.5,4.0,4.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,8/27/2019,0,7.9,2.0,17.0,22.0,0.65,4.5,3.0,4.0,4.5,2.5,3.5,4.0,5.0,5.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,8/27/2019,0,6.0,1.0,17.0,20.5,0.57,5.0,4.0,3.5,3.5398325358851666,4.0,4.0,2.0,2.0,5.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,8/27/2019,0,6.0,4.0,19.0,26.0,1.02,4.0,5.0,3.62039312039312,3.5,4.0,4.0,5.0,4.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,8/27/2019,0,7.9,3.0,20.0,22.0,0.77,4.0,4.0,4.0,3.7,3.0,2.0,3.5,4.0,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,8/27/2019,0,7.9,3.0,22.5,24.5,1.07,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,8/27/2019,0,5.5,3.5,17.0,21.3,0.61,3.0,5.0,4.3,4.0,4.9,3.8,3.0,4.5,4.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
